InvoiceNo,InvoiceDate,CustomerID,ProductID,Quantity,UnitPrice,Revenue,IsReturn
504242,2025-12-29,20503,10014,9,26.67,240.03,False
509735,2025-12-06,21291,10023,7,7.42,51.94,False
510272,2025-10-09,21376,10046,4,8.58,34.32,False
513210,2025-11-18,21790,10014,4,26.67,106.68,False
506112,2024-12-31,20822,10057,3,51.3,153.9,False
504360,2024-11-17,20578,10034,8,8.42,67.36,False
501661,2025-10-08,20146,10081,12,80.96,971.52,False
513957,2024-07-28,21965,10049,10,6.06,60.6,False
506177,2024-02-29,20875,10062,4,40.82,163.28,False
C501623,2024-06-02,20211,10015,-2,28.48,-56.96,True
501006,2024-06-29,20119,10009,7,25.31,177.17,False
508113,2025-11-24,21061,10084,7,41.35,289.45,False
506913,2025-01-10,20935,10031,9,3.32,29.88,False
501963,2025-02-27,20221,10043,2,9.96,19.92,False
512413,2024-01-17,21772,10069,11,14.82,163.02,False
502865,2024-07-31,20380,10067,5,11.74,58.7,False
505332,2024-02-17,20756,10026,11,30.64,337.04,False
511337,2025-10-03,21529,10056,6,78.51,471.06,False
506633,2025-05-02,20879,10086,10,30.68,306.8,False
501481,2025-07-11,20133,10020,3,16.84,50.52,False
509689,2024-11-26,21338,10075,2,56.44,112.88,False
505732,2025-01-12,20766,10083,1,56.44,56.44,False
510793,2025-06-01,21469,10068,5,28.18,140.9,False
502831,2024-05-30,20384,10038,11,7.17,78.87,False
508922,2025-04-11,21209,10044,5,11.38,56.9,False
512189,2024-10-16,21701,10039,6,10.23,61.38,False
503290,2024-03-04,20462,10048,10,13.2,132.0,False
501851,2025-12-04,20165,10078,9,84.38,759.42,False
507056,2024-12-02,20961,10001,2,41.2,82.4,False
505407,2025-11-27,20674,10084,5,41.35,206.75,False
509124,2025-03-06,21243,10064,11,38.17,419.87,False
512503,2025-06-03,21713,10011,5,18.3,91.5,False
513472,2025-06-06,21851,10072,10,8.74,87.4,False
510329,2025-12-19,21374,10007,2,38.39,76.78,False
513429,2024-12-26,21868,10043,6,9.96,59.76,False
510556,2025-12-15,21407,10081,12,80.96,971.52,False
513573,2025-04-14,21873,10087,2,14.97,29.94,False
514088,2024-08-02,21983,10028,1,39.61,39.61,False
503177,2025-09-07,20367,10008,7,37.49,262.43,False
500647,2024-11-21,20047,10005,1,40.32,40.32,False
500075,2024-01-13,20010,10087,7,14.97,104.79,False
510014,2025-12-12,21330,10009,11,25.31,278.41,False
505584,2025-06-07,20724,10002,9,36.7,330.3,False
510592,2024-06-18,21490,10045,7,2.28,15.96,False
512222,2024-04-22,21731,10026,12,30.64,367.68,False
510882,2025-02-14,21497,10063,10,26.77,267.7,False
505994,2024-12-11,20808,10052,7,6.43,45.01,False
510671,2025-11-06,21429,10060,12,57.35,688.2,False
509721,2024-01-27,21386,10005,11,40.32,443.52,False
501456,2025-03-24,20145,10084,8,41.35,330.8,False
501200,2025-07-17,20092,10079,5,55.08,275.4,False
501783,2025-09-06,20168,10064,9,38.17,343.53,False
507639,2024-06-05,21070,10011,12,18.3,219.6,False
511000,2024-07-04,21546,10030,2,9.68,19.36,False
512307,2025-12-09,21658,10061,6,20.56,123.36,False
508972,2025-02-15,21224,10039,6,10.23,61.38,False
513863,2025-07-24,21900,10073,10,34.42,344.2,False
503918,2024-08-31,20526,10044,9,11.38,102.42,False
504070,2025-11-13,20485,10052,5,6.43,32.15,False
500442,2024-11-12,20019,10087,9,14.97,134.73,False
502349,2025-04-04,20271,10041,7,8.14,56.98,False
507694,2024-08-20,21067,10060,7,57.35,401.45,False
511040,2024-07-16,21550,10063,12,26.77,321.24,False
501897,2025-09-29,20181,10030,2,9.68,19.36,False
512306,2025-10-13,21666,10016,1,59.75,59.75,False
511130,2025-10-20,21497,10053,11,5.52,60.72,False
502414,2025-10-05,20254,10042,12,12.86,154.32,False
505172,2025-02-09,20682,10059,6,54.66,327.96,False
509075,2024-06-06,21275,10058,2,52.35,104.7,False
511444,2024-05-26,21615,10015,10,28.48,284.8,False
511770,2024-11-07,21638,10077,8,27.01,216.08,False
501444,2024-04-17,20192,10032,8,8.19,65.52,False
501533,2025-09-08,20132,10074,4,38.02,152.08,False
507632,2025-12-24,20988,10033,12,21.68,260.16,False
503696,2025-05-19,20457,10004,4,19.11,76.44,False
502001,2025-08-31,20200,10021,1,13.81,13.81,False
506333,2024-01-13,20904,10038,9,7.17,64.53,False
511053,2024-05-13,21561,10043,4,9.96,39.84,False
507786,2024-10-16,21072,10076,3,23.35,70.05,False
507893,2024-03-01,21120,10075,6,56.44,338.64,False
509225,2025-10-26,21224,10044,4,11.38,45.52,False
503620,2024-12-03,20470,10019,4,59.39,237.56,False
509877,2025-12-01,21312,10007,11,38.39,422.29,False
513732,2024-09-14,21926,10073,1,34.42,34.42,False
501993,2025-12-27,20182,10052,7,6.43,45.01,False
510150,2025-09-01,21364,10003,3,16.33,48.99,False
506500,2025-11-21,20831,10008,4,37.49,149.96,False
505011,2024-11-03,20673,10006,11,8.19,90.09,False
502521,2025-03-11,20299,10045,9,2.28,20.52,False
512293,2024-11-19,21711,10079,4,55.08,220.32,False
506839,2025-12-15,20876,10015,8,28.48,227.84,False
505876,2025-07-17,20760,10015,4,28.48,113.92,False
513904,2024-11-06,21943,10004,10,19.11,191.1,False
C513405,2024-08-05,21885,10010,-1,19.21,-19.21,True
501609,2024-09-15,20194,10043,6,9.96,59.76,False
504650,2025-05-07,20595,10045,10,2.28,22.8,False
C504818,2025-11-26,20590,10082,-3,62.04,-186.12,True
514430,2025-10-16,21969,10047,7,8.11,56.77,False
501085,2025-12-22,20053,10067,3,11.74,35.22,False
501416,2025-07-02,20125,10009,4,25.31,101.24,False
C511796,2024-01-23,21683,10031,-2,3.32,-6.64,True
510367,2024-03-25,21470,10002,7,36.7,256.9,False
506566,2025-11-17,20841,10080,7,26.08,182.56,False
504216,2024-05-22,20583,10084,3,41.35,124.05,False
500316,2024-10-15,20005,10064,12,38.17,458.04,False
506229,2024-10-27,20848,10025,4,33.32,133.28,False
507873,2024-05-18,21106,10069,8,14.82,118.56,False
509544,2025-10-02,21273,10039,5,10.23,51.15,False
505096,2024-12-09,20680,10035,7,12.98,90.86,False
500996,2024-12-25,20092,10031,4,3.32,13.28,False
503825,2024-07-11,20520,10073,4,34.42,137.68,False
503449,2024-11-16,20448,10016,6,59.75,358.5,False
513834,2024-11-06,21933,10045,3,2.28,6.84,False
502040,2025-08-07,20209,10047,12,8.11,97.32,False
512145,2025-12-01,21636,10043,9,9.96,89.64,False
510632,2024-10-06,21480,10010,12,19.21,230.52,False
506834,2024-09-11,20941,10080,8,26.08,208.64,False
503649,2025-07-09,20443,10040,7,26.77,187.39,False
501822,2025-03-19,20198,10018,6,39.22,235.32,False
507177,2024-07-24,20997,10085,9,44.05,396.45,False
511138,2024-07-09,21565,10081,3,80.96,242.88,False
505276,2025-11-08,20658,10010,11,19.21,211.31,False
511254,2024-11-09,21564,10082,6,62.04,372.24,False
503480,2024-06-25,20473,10037,11,25.41,279.51,False
504511,2024-12-12,20596,10010,6,19.21,115.26,False
513545,2025-03-31,21871,10056,5,78.51,392.55,False
508842,2025-10-07,21172,10072,6,8.74,52.44,False
507655,2025-07-11,21015,10018,9,39.22,352.98,False
507962,2024-05-23,21118,10023,12,7.42,89.04,False
509473,2025-01-08,21301,10069,6,14.82,88.92,False
508268,2024-11-12,21137,10004,7,19.11,133.77,False
510342,2025-05-01,21409,10073,4,34.42,137.68,False
503851,2025-07-29,20469,10017,9,48.6,437.4,False
511821,2024-11-23,21643,10001,3,41.2,123.6,False
500831,2025-12-06,20019,10078,8,84.38,675.04,False
504128,2025-03-22,20527,10004,2,19.11,38.22,False
504613,2024-08-26,20626,10060,12,57.35,688.2,False
501787,2025-11-19,20158,10010,4,19.21,76.84,False
512053,2025-11-16,21625,10082,10,62.04,620.4,False
506856,2024-11-14,20935,10050,7,9.37,65.59,False
510671,2025-08-28,21439,10056,8,78.51,628.08,False
502926,2025-06-30,20341,10012,8,17.43,139.44,False
514579,2025-11-15,21986,10073,10,34.42,344.2,False
500969,2025-11-20,20041,10048,8,13.2,105.6,False
509153,2024-06-21,21284,10066,4,38.84,155.36,False
513312,2025-03-15,21840,10062,10,40.82,408.2,False
512496,2024-10-15,21745,10007,7,38.39,268.73,False
509093,2024-11-18,21254,10043,8,9.96,79.68,False
514194,2025-05-10,21958,10069,2,14.82,29.64,False
506148,2024-12-18,20829,10052,4,6.43,25.72,False
505568,2025-08-28,20710,10002,3,36.7,110.1,False
C502192,2024-10-15,20273,10019,-2,59.39,-118.78,True
510384,2025-10-23,21390,10042,5,12.86,64.3,False
510799,2024-05-25,21523,10016,12,59.75,717.0,False
501470,2025-10-20,20117,10038,1,7.17,7.17,False
508046,2025-08-07,21067,10026,10,30.64,306.4,False
509306,2025-09-18,21241,10067,8,11.74,93.92,False
503085,2025-10-11,20349,10034,5,8.42,42.1,False
507829,2025-12-11,21018,10086,4,30.68,122.72,False
514250,2025-05-17,21965,10056,3,78.51,235.53,False
511765,2025-09-20,21592,10034,3,8.42,25.26,False
513984,2025-11-08,21902,10011,11,18.3,201.3,False
508024,2025-10-01,21056,10025,7,33.32,233.24,False
513523,2025-06-29,21855,10039,3,10.23,30.69,False
514204,2025-12-09,21929,10068,2,28.18,56.36,False
512021,2025-03-26,21654,10048,7,13.2,92.4,False
506802,2025-10-11,20880,10012,1,17.43,17.43,False
507647,2024-07-25,21064,10025,9,33.32,299.88,False
506824,2024-12-15,20926,10020,12,16.84,202.08,False
504424,2024-08-12,20601,10078,5,84.38,421.9,False
508302,2024-12-02,21139,10011,10,18.3,183.0,False
509721,2025-08-23,21304,10071,2,27.84,55.68,False
